# time [s],mass_flux
0.000000000000000000e+00 4.424821075517850063e-05
6.000000000000000000e+01 4.372722676954421314e-05
1.200000000000000000e+02 4.219053449705197946e-05
1.800000000000000000e+02 3.976213865673351152e-05
2.400000000000000000e+02 3.670572114473674203e-05
3.000000000000000000e+02 3.314157472320470281e-05
3.600000000000000000e+02 2.941867496894952892e-05
4.200000000000000000e+02 2.601137840323087768e-05
4.800000000000000000e+02 2.317155732361198943e-05
5.400000000000000000e+02 2.117659801938001323e-05
6.000000000000000000e+02 2.000005486556866003e-05
6.600000000000000000e+02 1.906523488597848678e-05
7.200000000000000000e+02 1.804202087623218797e-05
7.800000000000000000e+02 1.701513904371853065e-05
8.400000000000000000e+02 1.596307482340915285e-05
9.000000000000000000e+02 1.487748501013678556e-05
9.600000000000000000e+02 1.402276537718114890e-05
1.020000000000000000e+03 1.333851373745849176e-05
1.080000000000000000e+03 1.267599278349078701e-05
1.140000000000000000e+03 1.207145166991788416e-05
1.200000000000000000e+03 1.151216956954198220e-05
1.260000000000000000e+03 1.100854332536778008e-05
1.320000000000000000e+03 1.060846614801332274e-05
1.380000000000000000e+03 1.026599862733552060e-05
1.440000000000000000e+03 9.902396632166745962e-06
1.500000000000000000e+03 9.527407795530210485e-06
1.560000000000000000e+03 9.115201067960510952e-06
1.620000000000000000e+03 8.685117220750471475e-06
1.680000000000000000e+03 8.302119256307101183e-06
1.740000000000000000e+03 7.952909203771311745e-06
1.800000000000000000e+03 7.583925741696769751e-06
1.860000000000000000e+03 7.163490429939800008e-06
1.920000000000000000e+03 6.676460648517769984e-06
1.980000000000000000e+03 6.220456790906786197e-06
2.040000000000000000e+03 5.868654440151832493e-06
2.100000000000000000e+03 5.552605740547174880e-06
2.160000000000000000e+03 5.223533155837468396e-06
2.220000000000000000e+03 4.913298629811052721e-06
2.280000000000000000e+03 4.553161911210109368e-06
2.340000000000000000e+03 4.162711508066991625e-06
2.400000000000000000e+03 3.812972258160653895e-06
2.460000000000000000e+03 3.514352307259709272e-06
2.520000000000000000e+03 3.289483991276007450e-06
2.580000000000000000e+03 3.141883452745012536e-06
2.640000000000000000e+03 2.982074706141042572e-06
2.700000000000000000e+03 2.811191100354353463e-06
2.760000000000000000e+03 2.651512433936209888e-06
2.820000000000000000e+03 2.495781287238975399e-06
2.880000000000000000e+03 2.349044746922408907e-06
2.940000000000000000e+03 2.250342161368739088e-06
3.000000000000000000e+03 2.240135101573996652e-06
3.060000000000000000e+03 2.283378464729695845e-06
3.120000000000000000e+03 2.278220139846658932e-06
3.180000000000000000e+03 2.229165087454632084e-06
3.240000000000000000e+03 2.224743612890239544e-06
3.300000000000000000e+03 2.248289193480020567e-06
3.360000000000000000e+03 2.204301311594855995e-06
3.420000000000000000e+03 2.141126953441188513e-06
3.480000000000000000e+03 2.173182612901421178e-06
3.540000000000000000e+03 2.237700087569860240e-06
3.600000000000000000e+03 2.224462690747920370e-06
3.660000000000000000e+03 2.111319587544572324e-06
3.720000000000000000e+03 1.928386882695941847e-06
3.780000000000000000e+03 1.748442849459763518e-06
3.840000000000000000e+03 1.608753902379267495e-06
3.900000000000000000e+03 1.484026951355956000e-06
3.960000000000000000e+03 1.402538729491580342e-06
4.020000000000000000e+03 1.343711676245304498e-06
4.080000000000000000e+03 1.218050071760075563e-06
4.140000000000000000e+03 1.034507095641905510e-06
4.200000000000000000e+03 8.591339927269414825e-07
4.260000000000000000e+03 7.601197059791681233e-07
4.320000000000000000e+03 7.123866838694150782e-07
4.380000000000000000e+03 6.480113738533860597e-07
4.440000000000000000e+03 5.792100189439586318e-07
4.500000000000000000e+03 5.603316518143909401e-07
4.560000000000000000e+03 5.507173614491607732e-07
